,movie_id,movie_id,final_prediction
3297,13293808,13293808,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3298,13998321,13998321,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3299,14066515,14066515,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3300,15252331,15252331,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3301,15907366,15907366,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3302,17470965,17470965,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3303,18960432,18960432,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3304,19246346,19246346,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3305,19278838,19278838,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3306,20520132,20520132,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3307,20568687,20568687,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3308,24563042,24563042,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3309,29129487,29129487,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3310,32250104,32250104,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3311,32621433,32621433,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3312,74902,74902,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3313,1643419,1643419,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3314,1700148,1700148,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3315,2006607,2006607,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3316,4030302,4030302,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3317,4383316,4383316,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3318,5261640,5261640,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3319,5767035,5767035,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3320,5800622,5800622,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3321,6025381,6025381,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3322,7951528,7951528,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3323,7999587,7999587,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3324,10279413,10279413,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3325,11178166,11178166,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3326,11766557,11766557,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3327,12595048,12595048,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3328,14616734,14616734,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3329,14690165,14690165,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3330,16300437,16300437,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3331,17122121,17122121,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3332,18998943,18998943,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3333,19773013,19773013,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3334,20000224,20000224,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3335,20611297,20611297,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3336,21654511,21654511,0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
3337,21720602,21720602,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3338,22333286,22333286,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3339,27376044,27376044,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3340,28214227,28214227,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3341,29768643,29768643,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3342,31083557,31083557,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3343,33762271,33762271,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3344,181353,181353,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3345,924954,924954,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3346,2162986,2162986,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3347,3731073,3731073,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3348,4791224,4791224,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3349,5243087,5243087,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3350,5565580,5565580,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3351,5569740,5569740,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3352,7056998,7056998,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3353,8283222,8283222,1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
3354,8661155,8661155,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3355,9226991,9226991,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3356,9317122,9317122,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3357,9807797,9807797,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3358,10049321,10049321,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3359,10192270,10192270,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3360,10299117,10299117,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3361,11531376,11531376,0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0
3362,11737750,11737750,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3363,12276195,12276195,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3364,12465343,12465343,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3365,14526878,14526878,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3366,17605137,17605137,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3367,20309658,20309658,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3368,22056357,22056357,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3369,23442464,23442464,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3370,23973848,23973848,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3371,30161154,30161154,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3372,31165238,31165238,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3373,34744345,34744345,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3374,35671368,35671368,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3375,74823,74823,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3376,1136163,1136163,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3377,1151458,1151458,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3378,1412408,1412408,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3379,1995966,1995966,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3380,2219632,2219632,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3381,2629975,2629975,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3382,2675881,2675881,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3383,4198361,4198361,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3384,4907569,4907569,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3385,5352532,5352532,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3386,7731090,7731090,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3387,10131472,10131472,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3388,10479762,10479762,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3389,12674042,12674042,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3390,12897573,12897573,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3391,13547387,13547387,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3392,14489319,14489319,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3393,15721612,15721612,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3394,16079090,16079090,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3395,18064087,18064087,1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
3396,18138846,18138846,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3397,19506776,19506776,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3398,24141616,24141616,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3399,25496370,25496370,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3400,25658502,25658502,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3401,27660461,27660461,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3402,29111124,29111124,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3403,29434198,29434198,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3404,29558371,29558371,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3405,29585621,29585621,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3406,31430255,31430255,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3407,31754318,31754318,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3408,36215175,36215175,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3409,676660,676660,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3410,677920,677920,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3411,859241,859241,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3412,1188139,1188139,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3413,1482794,1482794,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3414,1610321,1610321,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3415,1686352,1686352,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3416,2780947,2780947,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3417,3166983,3166983,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3418,3724539,3724539,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3419,3728120,3728120,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3420,4301390,4301390,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3421,5923051,5923051,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3422,6449695,6449695,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3423,6459226,6459226,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3424,6512034,6512034,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3425,6831613,6831613,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3426,8293411,8293411,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3427,9221129,9221129,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3428,9718646,9718646,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3429,9977694,9977694,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3430,12931416,12931416,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3431,14206642,14206642,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3432,15216853,15216853,1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0
3433,15508824,15508824,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3434,17607081,17607081,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3435,18206216,18206216,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3436,20267384,20267384,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3437,20928397,20928397,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3438,22399894,22399894,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3439,22767958,22767958,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3440,25528994,25528994,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3441,25714947,25714947,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3442,25817015,25817015,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3443,29659855,29659855,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3444,30238213,30238213,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3445,34643778,34643778,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3446,34942818,34942818,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3447,36018402,36018402,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3448,226198,226198,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3449,629350,629350,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3450,1166518,1166518,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3451,1430058,1430058,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3452,1708039,1708039,1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
3453,2093270,2093270,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3454,2254896,2254896,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3455,2478590,2478590,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3456,3416335,3416335,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3457,3493556,3493556,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3458,3546400,3546400,1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0
3459,3791874,3791874,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3460,4227563,4227563,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3461,4294276,4294276,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3462,4540924,4540924,1 1 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0
3463,5526916,5526916,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3464,6978596,6978596,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3465,7906288,7906288,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3466,8770396,8770396,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3467,9111772,9111772,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3468,9150668,9150668,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3469,10131383,10131383,0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
3470,10134094,10134094,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3471,12228807,12228807,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3472,12378414,12378414,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3473,12504193,12504193,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3474,13064230,13064230,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3475,13633284,13633284,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3476,17806123,17806123,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3477,18510113,18510113,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3478,18895115,18895115,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3479,21801192,21801192,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3480,21815189,21815189,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3481,22422444,22422444,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3482,23288124,23288124,1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0
3483,26084240,26084240,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3484,26211475,26211475,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3485,28932169,28932169,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3486,31319751,31319751,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3487,34017888,34017888,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3488,34203491,34203491,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3489,34985157,34985157,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
3490,68082,68082,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3491,967174,967174,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3492,1365735,1365735,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3493,1663422,1663422,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3494,2551631,2551631,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3495,2792455,2792455,1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0
3496,3412440,3412440,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3497,4056040,4056040,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3498,4838538,4838538,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3499,5273926,5273926,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3500,6586251,6586251,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3501,8619442,8619442,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3502,9588998,9588998,0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
3503,10387098,10387098,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3504,10398987,10398987,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3505,11151407,11151407,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3506,12601907,12601907,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3507,12971929,12971929,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3508,14358421,14358421,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3509,14513043,14513043,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3510,15215908,15215908,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3511,20903190,20903190,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3512,21851051,21851051,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3513,23904207,23904207,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3514,24548569,24548569,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3515,26675487,26675487,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3516,26943847,26943847,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3517,28103735,28103735,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3518,29346238,29346238,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3519,29542934,29542934,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3520,31111589,31111589,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3521,31299921,31299921,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3522,31598506,31598506,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3523,31705653,31705653,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3524,32800688,32800688,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3525,34164584,34164584,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3526,38088,38088,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3527,300972,300972,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3528,415074,415074,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3529,894309,894309,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3530,917854,917854,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3531,1605358,1605358,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3532,1609553,1609553,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3533,1628658,1628658,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3534,2056500,2056500,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3535,3324212,3324212,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3536,4415359,4415359,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3537,9149984,9149984,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3538,13931147,13931147,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3539,14910247,14910247,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3540,15103522,15103522,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3541,15469761,15469761,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3542,15893927,15893927,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3543,16233363,16233363,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3544,16484660,16484660,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3545,18943962,18943962,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3546,22568535,22568535,1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0
3547,24659838,24659838,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3548,25438380,25438380,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3549,26363125,26363125,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3550,26525959,26525959,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3551,28410965,28410965,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3552,30885871,30885871,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3553,31120905,31120905,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3554,29785,29785,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3555,399725,399725,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3556,512161,512161,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3557,729979,729979,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3558,1159454,1159454,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3559,2462597,2462597,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3560,2523915,2523915,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3561,2561398,2561398,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3562,4626310,4626310,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3563,4644114,4644114,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3564,5148040,5148040,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3565,5184523,5184523,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3566,5346664,5346664,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3567,8050436,8050436,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3568,9677936,9677936,0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0
3569,9912115,9912115,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3570,12836960,12836960,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
